# bin	classification	reason	lineage	lineage scores	superkingdom	phylum	class	order	family	genus	species
Bin2164.fa	taxid assigned	based on 1902/1920 ORFs	1;131567;2;1783270;68336;976;200643;171549;171550;239759	1.00;1.00;1.00;0.98;0.98;0.98;0.98;0.98;0.96;0.95	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	no support
Bin2165.fa	taxid assigned	based on 1862/1886 ORFs	1;131567;2;1783272;201174;1760;85004;31953;1678	1.00;0.99;0.99;0.91;0.86;0.85;0.85;0.80;0.80	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	no support
Bin2166.fa	taxid assigned	based on 2698/2731 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.97;0.96;0.87;0.87	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin2167.fa	taxid assigned	based on 2542/2619 ORFs	1;131567;2;1783272;1239;186801;186802;541000	1.00;0.98;0.98;0.96;0.96;0.94;0.94;0.90	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	no support	no support
Bin2168.fa	taxid assigned	based on 2164/2253 ORFs	1;131567;2;1224;68525;28221;213115;194924;35832	1.00;1.00;1.00;0.98;0.98;0.98;0.98;0.98;0.97	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Bilophila	no support
Bin2169.fa	taxid assigned	based on 2051/2101 ORFs	1;131567;2;1783272;1239;909932;1843489;31977;39948	1.00;1.00;1.00;0.83;0.83;0.82;0.82;0.82;0.81	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Dialister	no support
Bin217.fa	taxid assigned	based on 1924/1940 ORFs	1;131567;2;1783272;1239;909932;1843489;31977;29465	1.00;1.00;1.00;0.88;0.88;0.86;0.85;0.85;0.85	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	no support
Bin2170.fa	taxid assigned	based on 2547/2585 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.99;0.99;0.56;0.56	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin2171.fa	taxid assigned	based on 3159/3176 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;0.98;0.98;0.77;0.77;0.77;0.75;0.75	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	no support	no support	no support
Bin2172.fa	taxid assigned	based on 2723/2744 ORFs	1;131567;2;1783270;68336;976;200643;171549;171550;239759	1.00;1.00;1.00;0.84;0.84;0.84;0.84;0.84;0.83;0.81	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	no support
Bin2173.fa	taxid assigned	based on 2656/2694 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;0.98;0.98;0.95;0.94;0.93;0.93	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin2174.fa	taxid assigned	based on 1870/1924 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.97;0.97;0.96;0.96	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin2175.fa	taxid assigned	based on 2519/2557 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.99;0.99;0.97;0.97	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin2176.fa	taxid assigned	based on 2285/2337 ORFs	1;131567;2;1783272;1239;186801;186802;186803	1.00;1.00;1.00;0.98;0.98;0.93;0.93;0.86	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	no support	no support
Bin2177.fa	taxid assigned	based on 2714/2759 ORFs	1;131567;2;1783272;1239;186801;186802;186806;1730;84372;1262889	1.00;1.00;1.00;0.96;0.96;0.94;0.94;0.84;0.84;0.84;0.84	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium sp. CAG:38
Bin2178.fa	taxid assigned	based on 2725/2750 ORFs	1;131567;2;1783272;1239;186801;186802;541000;216851	1.00;0.97;0.97;0.94;0.93;0.89;0.89;0.74;0.69	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	no support
Bin2179.fa	taxid assigned	based on 4750/4776 ORFs	1;131567;2;1783270;68336;976;200643;171549;815;816	1.00;0.98;0.98;0.72;0.72;0.72;0.72;0.72;0.63;0.63	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	no support
Bin218.fa	taxid assigned	based on 4879/4883 ORFs	1;131567;2	1.00;0.91;0.79	Bacteria	no support	no support	no support	no support	no support	no support
Bin2180.fa	taxid assigned	based on 2227/2249 ORFs	1;131567;2;1783272;1239;186801;186802;541000;216851	1.00;1.00;1.00;0.99;0.98;0.97;0.97;0.90;0.83	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	no support
Bin2181.fa	taxid assigned	based on 2110/2142 ORFs	1;131567;2;1224;28216;80840;995019	1.00;1.00;1.00;0.98;0.98;0.98;0.98	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	no support	no support
Bin2182.fa	taxid assigned	based on 3763/3791 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;0.80;0.80;0.80;0.80;0.79	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	no support	no support	no support
Bin2183.fa	taxid assigned	based on 2888/2939 ORFs	1;131567;2;1783272;1239;186801;186802;186803;841	1.00;1.00;1.00;0.99;0.99;0.97;0.97;0.87;0.31	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	no support
Bin2184.fa	taxid assigned	based on 2494/2552 ORFs	1;131567;2;1783272;1239;186801;186802;216572;459786;876090;1262910	1.00;1.00;1.00;0.98;0.98;0.97;0.95;0.73;0.66;0.59;0.59	Bacteria	Firmicutes	Clostridia	Clostridiales	Oscillospiraceae	Oscillibacter	Oscillibacter sp. CAG:155
Bin2185.fa	taxid assigned	based on 2044/2089 ORFs	1;131567;2;1224;28216;80840;995019;40544	1.00;1.00;1.00;0.99;0.99;0.99;0.99;0.99	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella	no support
Bin2186.fa	taxid assigned	based on 4079/4080 ORFs	1;131567;2	1.00;0.92;0.78	Bacteria	no support	no support	no support	no support	no support	no support
Bin2187.fa	taxid assigned	based on 3435/3460 ORFs	1;131567;2;1783270;68336;976;200643;171549;2005525;375288	1.00;1.00;1.00;0.95;0.95;0.95;0.94;0.94;0.79;0.79	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	no support
Bin2188.fa	taxid assigned	based on 4785/4811 ORFs	1;131567;2;1783270;68336;976;200643;171549;815;816	1.00;1.00;1.00;0.94;0.94;0.94;0.94;0.94;0.92;0.92	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	no support
Bin2189.fa	taxid assigned	based on 2886/2902 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.92;0.92;0.92;0.92	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin219.fa	taxid assigned	based on 3189/3227 ORFs	1;131567;2;1783272;1239;186801;186802;186803	1.00;0.99;0.99;0.97;0.97;0.87;0.87;0.81	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	no support	no support
Bin2190.fa	taxid assigned	based on 1793/1806 ORFs	1;131567;2;1783270;68336;976;200643;171549;171550;239759	1.00;1.00;1.00;0.98;0.98;0.98;0.98;0.98;0.97;0.96	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	no support
Bin2191.fa	taxid assigned	based on 1932/1939 ORFs	1;131567;2;1783272;201174;1760;85004;31953;1678	1.00;0.97;0.97;0.84;0.74;0.74;0.74;0.74;0.74	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	no support
Bin2192.fa	taxid assigned	based on 2193/2212 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.98;0.92;0.89;0.89	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin2193.fa	taxid assigned	based on 2303/2534 ORFs	1;131567;2;1224;28216;80840;995019;40544	1.00;1.00;0.99;0.70;0.67;0.67;0.65;0.58	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella	no support
Bin2194.fa	taxid assigned	based on 2605/2676 ORFs	1;131567;2;1783270;68336;976;200643;171549;171550;239759	1.00;1.00;1.00;0.98;0.98;0.98;0.98;0.98;0.95;0.94	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	no support
Bin2195.fa	taxid assigned	based on 2278/2296 ORFs	1;131567;2;1783272;201174;1760;85004;31953;1678	1.00;0.96;0.96;0.81;0.70;0.69;0.69;0.68;0.68	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	no support
Bin2196.fa	taxid assigned	based on 1786/1843 ORFs	1;131567;2;1224;28211;204441;41295;191	1.00;1.00;1.00;0.99;0.98;0.96;0.96;0.96	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Azospirillum	no support
Bin2197.fa	taxid assigned	based on 8460/8633 ORFs	1;131567;2;1783270;68336;976;200643;171549;815;816	1.00;1.00;1.00;0.83;0.83;0.83;0.83;0.83;0.64;0.64	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	no support
Bin2198.fa	taxid assigned	based on 2179/2225 ORFs	1;131567;2;1783272;1239;186801;186802;186806;1730	1.00;1.00;1.00;0.99;0.99;0.97;0.97;0.91;0.91	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	no support
Bin2199.fa	taxid assigned	based on 419/422 ORFs	1;131567;2;1224;1236;135625;712;724	1.00;0.99;0.99;0.80;0.79;0.72;0.72;0.60	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	no support
Bin22.fa	taxid assigned	based on 2216/2252 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.97;0.97;0.96;0.96	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin220.fa	taxid assigned	based on 2173/2200 ORFs	1;131567;2;1783272;1239;186801;186802;216572	1.00;0.99;0.99;0.93;0.92;0.90;0.90;0.56	Bacteria	Firmicutes	Clostridia	Clostridiales	Oscillospiraceae	no support	no support
Bin2200.fa	taxid assigned	based on 4001/4070 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;0.81;0.81;0.81;0.81;0.81	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	no support	no support	no support
Bin2201.fa	taxid assigned	based on 2971/2984 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;0.98;0.98;0.73;0.73;0.73;0.70;0.70	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	no support	no support	no support
Bin2202.fa	taxid assigned	based on 3614/3628 ORFs	1;131567;2	1.00;0.97;0.97	Bacteria	no support	no support	no support	no support	no support	no support
Bin2203.fa	taxid assigned	based on 3482/3508 ORFs	1;131567;2;1783272;1239;186801;186802;186803;841	1.00;0.99;0.98;0.97;0.96;0.94;0.94;0.88;0.87	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	no support
Bin2204.fa	taxid assigned	based on 2791/2818 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.97;0.96;0.93;0.93	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin2205.fa	taxid assigned	based on 6054/6120 ORFs	1;131567;2;1783270;68336;976;200643;171549;815;816	1.00;1.00;1.00;0.81;0.81;0.81;0.81;0.81;0.76;0.76	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	no support
Bin2206.fa	taxid assigned	based on 2054/2127 ORFs	1;131567;2;1783272;1239;186801;186802;541000	1.00;0.99;0.99;0.96;0.96;0.95;0.95;0.83	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	no support	no support
Bin2207.fa	taxid assigned	based on 1282/1310 ORFs	1;131567;2;1783272;1239;909932;1843489;31977;39948	1.00;1.00;1.00;0.99;0.99;0.95;0.95;0.95;0.94	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Dialister	no support
Bin2208.fa	taxid assigned	based on 2213/2239 ORFs	1;131567;2;1783257;74201;203494;48461;1647988;239934	1.00;1.00;1.00;0.81;0.81;0.81;0.81;0.81;0.81	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	no support
Bin2209.fa	taxid assigned	based on 1685/1696 ORFs	1;131567;2;1783272;201174;84998;84999;84107;102106	1.00;1.00;1.00;0.99;0.96;0.95;0.94;0.93;0.92	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	no support
Bin221.fa	taxid assigned	based on 4168/4217 ORFs	1;131567;2;1224;1236;91347	1.00;0.99;0.99;0.92;0.92;0.83	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	no support	no support	no support
Bin2210.fa	taxid assigned	based on 2688/2824 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.99;0.99;0.98;0.98	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin2211.fa	taxid assigned	based on 2342/2378 ORFs	1;131567;2;1783272;1239;186801;186802;541000;1263	1.00;0.99;0.99;0.93;0.93;0.91;0.91;0.86;0.86	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	no support
Bin2212.fa	taxid assigned	based on 3236/3251 ORFs	1;131567;2;1783270;68336;976;200643;171549;815;816	1.00;0.99;0.99;0.82;0.82;0.82;0.82;0.82;0.75;0.75	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	no support
Bin2213.fa	taxid assigned	based on 3618/3644 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.88;0.88;0.87;0.87	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin2214.fa	taxid assigned	based on 2813/2844 ORFs	1;131567;2;1783272;1239;186801;186802;186803	1.00;1.00;1.00;0.98;0.97;0.95;0.95;0.86	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	no support	no support
Bin2215.fa	taxid assigned	based on 2369/2391 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;0.98;0.98;0.94;0.93;0.92;0.92	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin2216.fa	taxid assigned (1/2)	based on 2135/2154 ORFs	1;131567;2;1783272;1239;186801;186802;216572	1.00;0.99;0.99;0.61;0.61;0.60;0.59;0.41	Bacteria	Firmicutes	Clostridia	Clostridiales	Oscillospiraceae	no support	no support
Bin2216.fa	taxid assigned (2/2)	based on 2135/2154 ORFs	1;131567;2;1783270;68336;976	1.00;0.99;0.99;0.30;0.30;0.30	Bacteria	Bacteroidetes	no support	no support	no support	no support	no support
Bin2217.fa	taxid assigned	based on 2219/2276 ORFs	1;131567;2;1783270;68336;976;200643;171549;1853231	1.00;1.00;1.00;0.99;0.99;0.99;0.99;0.99;0.91	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Odoribacteraceae	no support	no support
Bin2218.fa	taxid assigned	based on 1784/1873 ORFs	1;131567;2;1224;28211;204441;41295;191;2630922;1896972	1.00;1.00;1.00;0.99;0.98;0.95;0.95;0.95;0.94;0.94	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Azospirillum	Azospirillum sp. 51_20
Bin2219.fa	taxid assigned	based on 3305/3354 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;0.96;0.96;0.96;0.96;0.96	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	no support	no support	no support
Bin222.fa	taxid assigned	based on 2179/2195 ORFs	1;131567;2	1.00;0.99;0.99	Bacteria	no support	no support	no support	no support	no support	no support
Bin2220.fa	taxid assigned	based on 3071/3238 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;0.97;0.97;0.97;0.97;0.96	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	no support	no support	no support
Bin2221.fa	taxid assigned	based on 1571/1611 ORFs	1;131567;2;1783272;1239;909932;1843489;31977;39948	1.00;1.00;1.00;0.99;0.99;0.96;0.96;0.96;0.95	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Dialister	no support
Bin2222.fa	taxid assigned	based on 2304/2333 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.97;0.97;0.56;0.55	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin2223.fa	taxid assigned	based on 1853/1885 ORFs	1;131567;2;1224;28211	1.00;1.00;1.00;0.99;0.98	Bacteria	Proteobacteria	Alphaproteobacteria	no support	no support	no support	no support
Bin2224.fa	taxid assigned	based on 2123/2160 ORFs	1;131567;2;1783272;1239;186801;186802;31979;1485	1.00;1.00;1.00;0.99;0.99;0.98;0.98;0.90;0.90	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	no support
Bin2225.fa	taxid assigned	based on 2239/2272 ORFs	1;131567;2;203691;203692;1643686;143786;29521;52584	1.00;1.00;1.00;0.99;0.99;0.99;0.99;0.99;0.35	Bacteria	Spirochaetes	Spirochaetia	Brachyspirales	Brachyspiraceae	Brachyspira	Brachyspira pilosicoli
Bin2226.fa	taxid assigned	based on 2350/2383 ORFs	1;131567;2	1.00;0.99;0.99	Bacteria	no support	no support	no support	no support	no support	no support
Bin2227.fa	taxid assigned	based on 1218/1229 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;0.99;0.99;0.63;0.63;0.63;0.59;0.59	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	no support	no support	no support
Bin2228.fa	taxid assigned	based on 3959/3991 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;0.78;0.78;0.78;0.78;0.78	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	no support	no support	no support
Bin2229.fa	taxid assigned	based on 2433/2469 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;0.79;0.79;0.79;0.78;0.78	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	no support	no support	no support
Bin223.fa	taxid assigned	based on 2613/2630 ORFs	1;131567;2;1783272;1239;186801;186802;186803;841	1.00;1.00;1.00;0.98;0.97;0.95;0.95;0.92;0.90	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	no support
Bin2230.fa	taxid assigned	based on 1872/2103 ORFs	1;131567;2;1224;68525;29547;213849;72293;209;2593540	1.00;1.00;1.00;0.97;0.96;0.96;0.96;0.84;0.84;0.64	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	no support
Bin2231.fa	taxid assigned	based on 3237/3304 ORFs	1;131567;2;1783270;68336;976;200643;171549;815;816	1.00;1.00;1.00;0.65;0.65;0.65;0.65;0.65;0.53;0.53	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	no support
Bin2232.fa	taxid assigned	based on 3344/3445 ORFs	1;131567;2;1783272;1239;186801;186802;216572	1.00;1.00;1.00;0.95;0.94;0.91;0.90;0.40	Bacteria	Firmicutes	Clostridia	Clostridiales	Oscillospiraceae	no support	no support
Bin2233.fa	taxid assigned	based on 3066/3124 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.99;0.98;0.51;0.51	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin2234.fa	taxid assigned	based on 2069/2088 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.98;0.98;0.96;0.96	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin2235.fa	taxid assigned	based on 3418/3457 ORFs	1;131567;2;1783270;68336;976;200643;171549;1853231;283168	1.00;1.00;1.00;0.99;0.99;0.99;0.99;0.99;0.95;0.93	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Odoribacteraceae	Odoribacter	no support
Bin2236.fa	taxid assigned	based on 1694/1711 ORFs	1;131567;2;1783270;68336;976;200643;171549;171550;239759	1.00;1.00;1.00;0.97;0.97;0.97;0.97;0.97;0.94;0.93	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	no support
Bin2237.fa	taxid assigned	based on 3294/3315 ORFs	1;131567;2;1783270;68336;976;200643;171549;2005525;375288	1.00;1.00;1.00;0.96;0.96;0.96;0.96;0.96;0.82;0.82	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	no support
Bin2238.fa	taxid assigned	based on 2580/2628 ORFs	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;0.99;0.99;0.99;0.99;0.99	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	no support	no support	no support
Bin2239.fa	taxid assigned	based on 2482/2495 ORFs	1;131567;2;1783270;68336;976;200643;171549;171550;239759	1.00;1.00;1.00;0.86;0.86;0.86;0.86;0.86;0.85;0.84	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	no support
Bin224.fa	taxid assigned	based on 5233/5269 ORFs	1;131567;2;1783272;1239;186801;186802;31979	1.00;1.00;1.00;0.99;0.99;0.98;0.98;0.95	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	no support	no support
Bin2240.fa	taxid assigned	based on 2271/2329 ORFs	1;131567;2;1783272;1239;186801;186802;186803	1.00;1.00;1.00;0.99;0.99;0.95;0.95;0.52	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	no support	no support
Bin2241.fa	taxid assigned	based on 3502/3542 ORFs	1;131567;2;1783270;68336;976;200643;171549;2005525;375288	1.00;1.00;1.00;0.98;0.98;0.98;0.97;0.97;0.85;0.85	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	no support
Bin2242.fa	taxid assigned	based on 2950/2998 ORFs	1;131567;2;1783272;1239;186801;186802;186803;841	1.00;1.00;1.00;0.98;0.98;0.96;0.96;0.85;0.31	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	no support
Bin2243.fa	taxid assigned	based on 3404/3458 ORFs	1;131567;2;1783272;1239;186801;186802;186803;841	1.00;1.00;1.00;0.99;0.99;0.97;0.97;0.94;0.92	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	no support
Bin2244.fa	taxid assigned	based on 2597/2681 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;0.98;0.98;0.95;0.94;0.93;0.93	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin2245.fa	taxid assigned	based on 2460/2765 ORFs	1;131567;2;1783272;1239;186801	1.00;1.00;1.00;0.92;0.91;0.82	Bacteria	Firmicutes	Clostridia	no support	no support	no support	no support
Bin2246.fa	taxid assigned	based on 3907/4104 ORFs	1;131567;2;1783272;1239;47928;1263002	1.00;1.00;1.00;0.93;0.93;0.61;0.47	Bacteria	Firmicutes	NA	NA	NA	NA	Firmicutes bacterium CAG:124
Bin2247.fa	taxid assigned	based on 3019/3113 ORFs	1;131567;2;1224;68525;28221;213115;194924;35832	1.00;1.00;1.00;0.99;0.99;0.99;0.99;0.99;0.99	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Bilophila	no support
Bin2248.fa	taxid assigned	based on 5836/5960 ORFs	1;131567;2;1783272;1239;186801;186802	1.00;1.00;1.00;0.99;0.99;0.38;0.38	Bacteria	Firmicutes	Clostridia	Clostridiales	no support	no support	no support
Bin2249.fa	taxid assigned	based on 2553/2602 ORFs	1;131567;2;1783272;1239;186801;186802;186803	1.00;1.00;1.00;0.99;0.99;0.98;0.98;0.95	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	no support	no support
Bin225.fa	taxid assigned	based on 2583/2611 ORFs	1;131567;2;1783272;1239;186801;186802;186803	1.00;1.00;1.00;0.99;0.99;0.97;0.97;0.87	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	no support	no support
